domain,site,plot,measurementLevel,sensorDepths,startDate,endDate
5,TREE,5,1,-0.06,20100101125959,NA
5,TREE,5,2,-0.16,20100101125959,NA
5,TREE,5,3,-0.26,20100101125959,NA
5,TREE,5,4,-0.46,20100101125959,NA
5,TREE,5,5,-0.56,20100101125959,NA
5,TREE,5,6,-0.86,20100101125959,NA
5,TREE,5,7,-1.36,20100101125959,NA
5,TREE,5,8,-1.96,20100101125959,NA
5,UNDE,1,1,-0.07,20100101125959,NA
5,UNDE,1,2,-0.17,20100101125959,NA
5,UNDE,1,3,-0.27,20100101125959,NA
5,UNDE,1,4,-0.37,20100101125959,NA
5,UNDE,1,5,-0.57,20100101125959,NA
5,UNDE,1,6,-0.87,20100101125959,NA
5,UNDE,1,7,-1.27,20100101125959,NA
5,UNDE,1,8,-1.97,20100101125959,NA
5,UNDE,2,1,-0.06,20100101125959,NA
5,UNDE,2,2,-0.16,20100101125959,NA
5,UNDE,2,3,-0.26,20100101125959,NA
5,UNDE,2,4,-0.36,20100101125959,NA
5,UNDE,2,5,-0.56,20100101125959,NA
5,UNDE,2,6,-0.86,20100101125959,NA
5,UNDE,2,7,-1.26,20100101125959,NA
5,UNDE,2,8,-1.96,20100101125959,NA
5,UNDE,3,1,-0.07,20100101125959,NA
5,UNDE,3,2,-0.17,20100101125959,NA
5,UNDE,3,3,-0.27,20100101125959,NA
5,UNDE,3,4,-0.37,20100101125959,NA
5,UNDE,3,5,-0.57,20100101125959,NA
5,UNDE,3,6,-0.87,20100101125959,NA
5,UNDE,3,7,-1.27,20100101125959,NA
5,UNDE,3,8,-1.97,20100101125959,NA
5,UNDE,4,1,-0.07,20100101125959,NA
5,UNDE,4,2,-0.17,20100101125959,NA
5,UNDE,4,3,-0.27,20100101125959,NA
5,UNDE,4,4,-0.37,20100101125959,NA
5,UNDE,4,5,-0.57,20100101125959,NA
5,UNDE,4,6,-0.87,20100101125959,NA
5,UNDE,4,7,-1.27,20100101125959,NA
5,UNDE,4,8,-1.97,20100101125959,NA
5,UNDE,5,1,-0.06,20100101125959,NA
5,UNDE,5,2,-0.16,20100101125959,NA
5,UNDE,5,3,-0.26,20100101125959,NA
5,UNDE,5,4,-0.36,20100101125959,NA
5,UNDE,5,5,-0.56,20100101125959,NA
5,UNDE,5,6,-0.86,20100101125959,NA
5,UNDE,5,7,-1.26,20100101125959,NA
5,UNDE,5,8,-1.96,20100101125959,NA
6,KONA,1,1,-0.053,20100101125959,NA
6,KONA,1,2,-0.153,20100101125959,NA
6,KONA,1,3,-0.253,20100101125959,NA
6,KONA,1,4,-0.453,20100101125959,NA
6,KONA,1,5,-0.753,20100101125959,NA
6,KONA,1,6,-1.053,20100101125959,NA
6,KONA,1,7,-1.353,20100101125959,NA
6,KONA,1,8,-1.953,20100101125959,NA
6,KONA,2,1,-0.06,20100101125959,NA
6,KONA,2,2,-0.16,20100101125959,NA
6,KONA,2,3,-0.26,20100101125959,NA
6,KONA,2,4,-0.46,20100101125959,NA
6,KONA,2,5,-0.76,20100101125959,NA
6,KONA,2,6,-1.06,20100101125959,NA
6,KONA,2,7,-1.36,20100101125959,NA
6,KONA,2,8,-1.96,20100101125959,NA
6,KONA,3,1,-0.065,20100101125959,NA
6,KONA,3,2,-0.165,20100101125959,NA
6,KONA,3,3,-0.265,20100101125959,NA
6,KONA,3,4,-0.465,20100101125959,NA
6,KONA,3,5,-0.765,20100101125959,NA
6,KONA,3,6,-1.065,20100101125959,NA
6,KONA,3,7,-1.365,20100101125959,NA
6,KONA,3,8,-1.965,20100101125959,NA
6,KONA,4,1,-0.05,20100101125959,NA
6,KONA,4,2,-0.15,20100101125959,NA
6,KONA,4,3,-0.25,20100101125959,NA
6,KONA,4,4,-0.45,20100101125959,NA
6,KONA,4,5,-0.75,20100101125959,NA
6,KONA,4,6,-1.05,20100101125959,NA
6,KONA,4,7,-1.35,20100101125959,NA
6,KONA,4,8,-1.95,20100101125959,NA
6,KONA,5,1,-0.055,20100101125959,NA
6,KONA,5,2,-0.155,20100101125959,NA
6,KONA,5,3,-0.255,20100101125959,NA
6,KONA,5,4,-0.455,20100101125959,NA
6,KONA,5,5,-0.755,20100101125959,NA
6,KONA,5,6,-1.055,20100101125959,NA
6,KONA,5,7,-1.355,20100101125959,NA
6,KONA,5,8,-1.955,20100101125959,NA
6,KONZ,1,1,-0.07,20100101125959,NA
6,KONZ,1,2,-0.17,20100101125959,NA
6,KONZ,1,3,-0.27,20100101125959,NA
6,KONZ,1,4,-0.47,20100101125959,NA
6,KONZ,1,5,-0.77,20100101125959,NA
6,KONZ,1,6,-1.07,20100101125959,NA
6,KONZ,1,7,-1.47,20100101125959,NA
6,KONZ,1,8,-1.97,20100101125959,NA
6,KONZ,2,1,-0.06,20100101125959,NA
6,KONZ,2,2,-0.16,20100101125959,NA
6,KONZ,2,3,-0.26,20100101125959,NA
6,KONZ,2,4,-0.46,20100101125959,NA
6,KONZ,2,5,-0.76,20100101125959,NA
6,KONZ,2,6,-1.06,20100101125959,NA
6,KONZ,2,7,-1.46,20100101125959,NA
6,KONZ,2,8,-1.96,20100101125959,NA
6,KONZ,3,1,-0.05,20100101125959,NA
6,KONZ,3,2,-0.15,20100101125959,NA
6,KONZ,3,3,-0.25,20100101125959,NA
6,KONZ,3,4,-0.45,20100101125959,NA
6,KONZ,3,5,-0.75,20100101125959,NA
6,KONZ,3,6,-1.05,20100101125959,NA
6,KONZ,3,7,-1.45,20100101125959,NA
6,KONZ,3,8,-1.95,20100101125959,NA
6,KONZ,4,1,-0.07,20100101125959,NA
6,KONZ,4,2,-0.17,20100101125959,NA
6,KONZ,4,3,-0.27,20100101125959,NA
6,KONZ,4,4,-0.37,20100101125959,NA
6,KONZ,4,5,-0.47,20100101125959,NA
6,KONZ,4,6,-0.57,20100101125959,NA
6,KONZ,4,7,-0.77,20100101125959,NA
6,KONZ,4,8,-1.07,20100101125959,NA
6,KONZ,5,1,-0.06,20100101125959,NA
6,KONZ,5,2,-0.16,20100101125959,NA
6,KONZ,5,3,-0.26,20100101125959,NA
6,KONZ,5,4,-0.46,20100101125959,NA
6,KONZ,5,5,-0.76,20100101125959,NA
6,KONZ,5,6,-1.06,20100101125959,NA
6,KONZ,5,7,-1.46,20100101125959,NA
6,KONZ,5,8,-1.96,20100101125959,NA
6,UKFS,1,1,-0.06,20100101125959,NA
6,UKFS,1,2,-0.16,20100101125959,NA
6,UKFS,1,3,-0.26,20100101125959,NA
6,UKFS,1,4,-0.36,20100101125959,NA
6,UKFS,1,5,-0.46,20100101125959,NA
6,UKFS,1,6,-0.56,20100101125959,NA
6,UKFS,1,7,-0.66,20100101125959,NA
6,UKFS,1,8,-0.86,20100101125959,NA
6,UKFS,2,1,-0.055,20100101125959,NA
6,UKFS,2,2,-0.155,20100101125959,NA
6,UKFS,2,3,-0.255,20100101125959,NA
6,UKFS,2,4,-0.355,20100101125959,NA
6,UKFS,2,5,-0.555,20100101125959,NA
6,UKFS,2,6,-0.855,20100101125959,NA
6,UKFS,2,7,-1.155,20100101125959,NA
6,UKFS,2,8,-1.955,20100101125959,NA
6,UKFS,3,1,-0.05,20100101125959,NA
6,UKFS,3,2,-0.15,20100101125959,NA
6,UKFS,3,3,-0.25,20100101125959,NA
6,UKFS,3,4,-0.35,20100101125959,NA
6,UKFS,3,5,-0.55,20100101125959,NA
6,UKFS,3,6,-0.85,20100101125959,NA
6,UKFS,3,7,-1.15,20100101125959,NA
6,UKFS,3,8,-1.95,20100101125959,NA
6,UKFS,4,1,-0.065,20100101125959,NA
6,UKFS,4,2,-0.165,20100101125959,NA
6,UKFS,4,3,-0.265,20100101125959,NA
6,UKFS,4,4,-0.365,20100101125959,NA
6,UKFS,4,5,-0.565,20100101125959,NA
6,UKFS,4,6,-0.865,20100101125959,NA
6,UKFS,4,7,-1.165,20100101125959,NA
6,UKFS,4,8,-1.965,20100101125959,NA
6,UKFS,5,1,-0.07,20100101125959,NA
6,UKFS,5,2,-0.17,20100101125959,NA
6,UKFS,5,3,-0.27,20100101125959,NA
6,UKFS,5,4,-0.37,20100101125959,NA
6,UKFS,5,5,-0.57,20100101125959,NA
6,UKFS,5,6,-0.87,20100101125959,NA
6,UKFS,5,7,-1.17,20100101125959,NA
6,UKFS,5,8,-1.87,20100101125959,NA
7,GRSM,1,1,-0.057,20100101125959,NA
7,GRSM,1,2,-0.157,20100101125959,NA
7,GRSM,1,3,-0.257,20100101125959,NA
7,GRSM,1,4,NA,20100101125959,NA
7,GRSM,1,5,NA,20100101125959,NA
7,GRSM,1,6,NA,20100101125959,NA
7,GRSM,1,7,NA,20100101125959,NA
7,GRSM,1,8,NA,20100101125959,NA
7,GRSM,2,1,-0.065,20100101125959,NA
7,GRSM,2,2,-0.165,20100101125959,NA
7,GRSM,2,3,NA,20100101125959,NA
7,GRSM,2,4,NA,20100101125959,NA
7,GRSM,2,5,NA,20100101125959,NA
7,GRSM,2,6,NA,20100101125959,NA
7,GRSM,2,7,NA,20100101125959,NA
7,GRSM,2,8,NA,20100101125959,NA
7,GRSM,3,1,-0.063,20100101125959,NA
7,GRSM,3,2,-0.163,20100101125959,NA
7,GRSM,3,3,-0.263,20100101125959,NA
7,GRSM,3,4,NA,20100101125959,NA
7,GRSM,3,5,NA,20100101125959,NA
7,GRSM,3,6,NA,20100101125959,NA
7,GRSM,3,7,NA,20100101125959,NA
7,GRSM,3,8,NA,20100101125959,NA
7,GRSM,4,1,-0.055,20100101125959,NA
7,GRSM,4,2,-0.155,20100101125959,NA
7,GRSM,4,3,-0.255,20100101125959,NA
7,GRSM,4,4,NA,20100101125959,NA
7,GRSM,4,5,NA,20100101125959,NA
7,GRSM,4,6,NA,20100101125959,NA
7,GRSM,4,7,NA,20100101125959,NA
7,GRSM,4,8,NA,20100101125959,NA
7,GRSM,5,1,-0.065,20100101125959,NA
7,GRSM,5,2,-0.165,20100101125959,NA
7,GRSM,5,3,-0.265,20100101125959,NA
7,GRSM,5,4,-0.365,20100101125959,NA
7,GRSM,5,5,-0.465,20100101125959,NA
7,GRSM,5,6,-0.565,20100101125959,NA
7,GRSM,5,7,-0.665,20100101125959,NA
7,GRSM,5,8,-0.865,20100101125959,NA
7,MLBS,1,1,-0.06,20100101125959,NA
7,MLBS,1,2,-0.16,20100101125959,NA
7,MLBS,1,3,-0.26,20100101125959,NA
7,MLBS,1,4,-0.36,20100101125959,NA
7,MLBS,1,5,-0.46,20100101125959,NA
7,MLBS,1,6,-0.56,20100101125959,NA
7,MLBS,1,7,-0.66,20100101125959,NA
7,MLBS,1,8,-0.86,20100101125959,NA
7,MLBS,2,1,-0.06,20100101125959,NA
7,MLBS,2,2,-0.16,20100101125959,NA
7,MLBS,2,3,-0.26,20100101125959,NA
7,MLBS,2,4,-0.36,20100101125959,NA
7,MLBS,2,5,-0.46,20100101125959,NA
7,MLBS,2,6,-0.66,20100101125959,NA
7,MLBS,2,7,-0.86,20100101125959,NA
7,MLBS,2,8,-1.26,20100101125959,NA
7,MLBS,3,1,-0.06,20100101125959,NA
7,MLBS,3,2,-0.16,20100101125959,NA
7,MLBS,3,3,-0.26,20100101125959,NA
7,MLBS,3,4,-0.36,20100101125959,NA
7,MLBS,3,5,-0.46,20100101125959,NA
7,MLBS,3,6,-0.56,20100101125959,NA
7,MLBS,3,7,-0.66,20100101125959,NA
7,MLBS,3,8,-0.86,20100101125959,NA
7,MLBS,4,1,-0.06,20100101125959,NA
7,MLBS,4,2,-0.16,20100101125959,NA
7,MLBS,4,3,-0.26,20100101125959,NA
7,MLBS,4,4,-0.36,20100101125959,NA
7,MLBS,4,5,-0.46,20100101125959,NA
7,MLBS,4,6,-0.66,20100101125959,NA
7,MLBS,4,7,NA,20100101125959,NA
7,MLBS,4,8,NA,20100101125959,NA
7,MLBS,5,1,-0.06,20100101125959,NA
7,MLBS,5,2,-0.16,20100101125959,NA
7,MLBS,5,3,-0.26,20100101125959,NA
7,MLBS,5,4,-0.36,20100101125959,NA
7,MLBS,5,5,-0.46,20100101125959,NA
7,MLBS,5,6,-0.56,20100101125959,NA
7,MLBS,5,7,NA,20100101125959,NA
7,MLBS,5,8,NA,20100101125959,NA
7,ORNL,1,1,-0.06,20100101125959,NA
7,ORNL,1,2,-0.16,20100101125959,NA
7,ORNL,1,3,-0.26,20100101125959,NA
7,ORNL,1,4,-0.56,20100101125959,NA
7,ORNL,1,5,-0.86,20100101125959,NA
7,ORNL,1,6,-1.26,20100101125959,NA
7,ORNL,1,7,-1.66,20100101125959,NA
7,ORNL,1,8,-1.96,20100101125959,NA
7,ORNL,2,1,-0.06,20100101125959,NA
7,ORNL,2,2,-0.16,20100101125959,NA
7,ORNL,2,3,-0.26,20100101125959,NA
7,ORNL,2,4,-0.56,20100101125959,NA
7,ORNL,2,5,-0.86,20100101125959,NA
7,ORNL,2,6,-1.26,20100101125959,NA
7,ORNL,2,7,-1.66,20100101125959,NA
7,ORNL,2,8,-1.96,20100101125959,NA
7,ORNL,3,1,-0.055,20100101125959,NA
7,ORNL,3,2,-0.155,20100101125959,NA
7,ORNL,3,3,-0.255,20100101125959,NA
7,ORNL,3,4,-0.555,20100101125959,NA
7,ORNL,3,5,-0.855,20100101125959,NA
7,ORNL,3,6,-1.255,20100101125959,NA
7,ORNL,3,7,-1.655,20100101125959,NA
7,ORNL,3,8,-1.955,20100101125959,NA
7,ORNL,4,1,-0.055,20100101125959,NA
7,ORNL,4,2,-0.155,20100101125959,NA
7,ORNL,4,3,-0.255,20100101125959,NA
7,ORNL,4,4,-0.555,20100101125959,NA
7,ORNL,4,5,-0.855,20100101125959,NA
7,ORNL,4,6,-1.255,20100101125959,NA
7,ORNL,4,7,-1.655,20100101125959,NA
7,ORNL,4,8,-1.955,20100101125959,NA
7,ORNL,5,1,-0.065,20100101125959,NA
7,ORNL,5,2,-0.165,20100101125959,NA
7,ORNL,5,3,-0.265,20100101125959,NA
7,ORNL,5,4,-0.565,20100101125959,NA
7,ORNL,5,5,-0.865,20100101125959,NA
7,ORNL,5,6,-1.265,20100101125959,NA
7,ORNL,5,7,-1.665,20100101125959,NA
7,ORNL,5,8,-1.965,20100101125959,NA
8,DELA,1,1,-0.06,20100101125959,NA
8,DELA,1,2,-0.16,20100101125959,NA
8,DELA,1,3,-0.26,20100101125959,NA
8,DELA,1,4,-0.46,20100101125959,NA
8,DELA,1,5,-0.66,20100101125959,NA
8,DELA,1,6,-1.16,20100101125959,NA
8,DELA,1,7,-1.66,20100101125959,NA
8,DELA,1,8,-1.96,20100101125959,NA
8,DELA,2,1,-0.07,20100101125959,NA
8,DELA,2,2,-0.17,20100101125959,NA
8,DELA,2,3,-0.27,20100101125959,NA
8,DELA,2,4,-0.47,20100101125959,NA
8,DELA,2,5,-0.67,20100101125959,NA
8,DELA,2,6,-1.17,20100101125959,NA
8,DELA,2,7,-1.67,20100101125959,NA
8,DELA,2,8,-1.97,20100101125959,NA
8,DELA,3,1,-0.05,20100101125959,NA
8,DELA,3,2,-0.15,20100101125959,NA
8,DELA,3,3,-0.25,20100101125959,NA
8,DELA,3,4,-0.45,20100101125959,NA
8,DELA,3,5,-0.65,20100101125959,NA
8,DELA,3,6,-1.15,20100101125959,NA
8,DELA,3,7,-1.65,20100101125959,NA
8,DELA,3,8,-1.95,20100101125959,NA
8,DELA,4,1,-0.06,20100101125959,NA
8,DELA,4,2,-0.16,20100101125959,NA
8,DELA,4,3,-0.26,20100101125959,NA
8,DELA,4,4,-0.46,20100101125959,NA
8,DELA,4,5,-0.66,20100101125959,NA
8,DELA,4,6,-1.16,20100101125959,NA
8,DELA,4,7,-1.66,20100101125959,NA
8,DELA,4,8,-1.96,20100101125959,NA
8,DELA,5,1,-0.055,20100101125959,NA
8,DELA,5,2,-0.155,20100101125959,NA
8,DELA,5,3,-0.255,20100101125959,NA
8,DELA,5,4,-0.455,20100101125959,NA
8,DELA,5,5,-0.655,20100101125959,NA
8,DELA,5,6,-1.155,20100101125959,NA
8,DELA,5,7,-1.655,20100101125959,NA
8,DELA,5,8,-1.955,20100101125959,NA
8,LENO,1,1,-0.07,20100101125959,NA
8,LENO,1,2,-0.17,20100101125959,NA
8,LENO,1,3,-0.27,20100101125959,NA
8,LENO,1,4,-0.37,20100101125959,NA
8,LENO,1,5,-0.77,20100101125959,NA
8,LENO,1,6,-1.27,20100101125959,NA
8,LENO,1,7,-1.67,20100101125959,NA
8,LENO,1,8,-1.97,20100101125959,NA
8,LENO,2,1,-0.07,20100101125959,NA
8,LENO,2,2,-0.17,20100101125959,NA
8,LENO,2,3,-0.27,20100101125959,NA
8,LENO,2,4,-0.37,20100101125959,NA
8,LENO,2,5,-0.77,20100101125959,NA
8,LENO,2,6,-1.27,20100101125959,NA
8,LENO,2,7,-1.67,20100101125959,NA
8,LENO,2,8,-1.97,20100101125959,NA
8,LENO,3,1,-0.055,20100101125959,NA
8,LENO,3,2,-0.155,20100101125959,NA
8,LENO,3,3,-0.255,20100101125959,NA
8,LENO,3,4,-0.355,20100101125959,NA
8,LENO,3,5,-0.755,20100101125959,NA
8,LENO,3,6,-1.255,20100101125959,NA
8,LENO,3,7,-1.655,20100101125959,NA
8,LENO,3,8,-1.955,20100101125959,NA
8,LENO,4,1,-0.06,20100101125959,NA
8,LENO,4,2,-0.16,20100101125959,NA
8,LENO,4,3,-0.26,20100101125959,NA
8,LENO,4,4,-0.36,20100101125959,NA
8,LENO,4,5,-0.76,20100101125959,NA
8,LENO,4,6,-1.26,20100101125959,NA
8,LENO,4,7,-1.66,20100101125959,NA
8,LENO,4,8,-1.96,20100101125959,NA
8,LENO,5,1,-0.06,20100101125959,NA
8,LENO,5,2,-0.16,20100101125959,NA
8,LENO,5,3,-0.26,20100101125959,NA
8,LENO,5,4,-0.36,20100101125959,NA
8,LENO,5,5,-0.76,20100101125959,NA
8,LENO,5,6,-1.26,20100101125959,NA
8,LENO,5,7,-1.66,20100101125959,NA
8,LENO,5,8,-1.96,20100101125959,NA
8,TALL,1,1,-0.05,20100101125959,NA
8,TALL,1,2,-0.15,20100101125959,NA
8,TALL,1,3,-0.25,20100101125959,NA
8,TALL,1,4,-0.55,20100101125959,NA
8,TALL,1,5,-0.85,20100101125959,NA
8,TALL,1,6,-1.15,20100101125959,NA
8,TALL,1,7,-1.55,20100101125959,NA
8,TALL,1,8,-1.95,20100101125959,NA
8,TALL,2,1,-0.04,20100101125959,NA
8,TALL,2,2,-0.14,20100101125959,NA
8,TALL,2,3,-0.24,20100101125959,NA
8,TALL,2,4,-0.34,20100101125959,NA
8,TALL,2,5,-0.44,20100101125959,NA
8,TALL,2,6,-0.54,20100101125959,NA
8,TALL,2,7,-0.84,20100101125959,NA
8,TALL,2,8,-1.04,20100101125959,NA
8,TALL,3,1,-0.05,20100101125959,NA
8,TALL,3,2,-0.15,20100101125959,NA
8,TALL,3,3,-0.25,20100101125959,NA
8,TALL,3,4,-0.55,20100101125959,NA
8,TALL,3,5,-0.85,20100101125959,NA
8,TALL,3,6,-1.15,20100101125959,NA
8,TALL,3,7,-1.55,20100101125959,NA
8,TALL,3,8,-1.95,20100101125959,NA
8,TALL,4,1,-0.05,20100101125959,NA
8,TALL,4,2,-0.15,20100101125959,NA
8,TALL,4,3,-0.25,20100101125959,NA
8,TALL,4,4,-0.55,20100101125959,NA
8,TALL,4,5,-0.85,20100101125959,NA
8,TALL,4,6,-1.15,20100101125959,NA
8,TALL,4,7,-1.55,20100101125959,NA
8,TALL,4,8,-1.95,20100101125959,NA
8,TALL,5,1,-0.05,20100101125959,NA
8,TALL,5,2,-0.15,20100101125959,NA
8,TALL,5,3,-0.25,20100101125959,NA
8,TALL,5,4,-0.55,20100101125959,NA
8,TALL,5,5,-0.85,20100101125959,NA
8,TALL,5,6,-1.15,20100101125959,NA
8,TALL,5,7,-1.55,20100101125959,NA
8,TALL,5,8,-1.95,20100101125959,NA
9,DCFS,1,1,-0.065,20100101125959,NA
9,DCFS,1,2,-0.165,20100101125959,NA
9,DCFS,1,3,-0.265,20100101125959,NA
9,DCFS,1,4,-0.365,20100101125959,NA
9,DCFS,1,5,-0.465,20100101125959,NA
9,DCFS,1,6,-0.765,20100101125959,NA
9,DCFS,1,7,-1.065,20100101125959,NA
9,DCFS,1,8,-1.865,20100101125959,NA
9,DCFS,2,1,-0.063,20100101125959,NA
9,DCFS,2,2,-0.163,20100101125959,NA
9,DCFS,2,3,-0.263,20100101125959,NA
9,DCFS,2,4,-0.363,20100101125959,NA
9,DCFS,2,5,-0.463,20100101125959,NA
9,DCFS,2,6,-0.763,20100101125959,NA
9,DCFS,2,7,-1.063,20100101125959,NA
9,DCFS,2,8,-1.963,20100101125959,NA
9,DCFS,3,1,-0.065,20100101125959,NA
9,DCFS,3,2,-0.165,20100101125959,NA
9,DCFS,3,3,-0.265,20100101125959,NA
9,DCFS,3,4,-0.365,20100101125959,NA
9,DCFS,3,5,-0.465,20100101125959,NA
9,DCFS,3,6,-0.765,20100101125959,NA
9,DCFS,3,7,-1.065,20100101125959,NA
9,DCFS,3,8,-1.965,20100101125959,NA
9,DCFS,4,1,-0.065,20100101125959,NA
9,DCFS,4,2,-0.165,20100101125959,NA
9,DCFS,4,3,-0.265,20100101125959,NA
9,DCFS,4,4,-0.365,20100101125959,NA
9,DCFS,4,5,-0.465,20100101125959,NA
9,DCFS,4,6,-0.765,20100101125959,NA
9,DCFS,4,7,-1.065,20100101125959,NA
9,DCFS,4,8,-1.965,20100101125959,NA
9,DCFS,5,1,-0.0625,20100101125959,NA
9,DCFS,5,2,-0.1625,20100101125959,NA
9,DCFS,5,3,-0.2625,20100101125959,NA
9,DCFS,5,4,-0.3625,20100101125959,NA
9,DCFS,5,5,-0.4625,20100101125959,NA
9,DCFS,5,6,-0.7625,20100101125959,NA
9,DCFS,5,7,-1.0625,20100101125959,NA
9,DCFS,5,8,-1.9625,20100101125959,NA
9,NOGP,1,1,-0.05,20100101125959,NA
9,NOGP,1,2,-0.15,20100101125959,NA
9,NOGP,1,3,-0.25,20100101125959,NA
9,NOGP,1,4,-0.35,20100101125959,NA
9,NOGP,1,5,-0.65,20100101125959,NA
9,NOGP,1,6,-1.15,20100101125959,NA
9,NOGP,1,7,-1.65,20100101125959,NA
9,NOGP,1,8,-1.95,20100101125959,NA
9,NOGP,2,1,-0.06,20100101125959,NA
9,NOGP,2,2,-0.16,20100101125959,NA
9,NOGP,2,3,-0.26,20100101125959,NA
9,NOGP,2,4,-0.36,20100101125959,NA
9,NOGP,2,5,-0.66,20100101125959,NA
9,NOGP,2,6,-1.16,20100101125959,NA
9,NOGP,2,7,-1.66,20100101125959,NA
9,NOGP,2,8,-1.96,20100101125959,NA
9,NOGP,3,1,-0.06,20100101125959,NA
9,NOGP,3,2,-0.16,20100101125959,NA
9,NOGP,3,3,-0.26,20100101125959,NA
9,NOGP,3,4,-0.36,20100101125959,NA
9,NOGP,3,5,-0.66,20100101125959,NA
9,NOGP,3,6,-1.16,20100101125959,NA
9,NOGP,3,7,-1.66,20100101125959,NA
9,NOGP,3,8,-1.96,20100101125959,NA
9,NOGP,4,1,-0.06,20100101125959,NA
9,NOGP,4,2,-0.16,20100101125959,NA
9,NOGP,4,3,-0.26,20100101125959,NA
